Site Category,Site Name,Site Domain,Pocket Listings
primary-domain,Arc Realty (2.0),www.arcrealtyca.com,0 listings: []
primary-domain,Grove Realty (2.0),www.groverealtyca.com,0 listings: []
primary-domain,Radiant Realty,www.radiantrealtyca.com,0 listings: []
primary-domain,Framework Properties,www.frameworkpropertiestx.com,0 listings: []
primary-domain,Notable Real Estate,www.notableteam.com,0 listings: []
primary-domain,Symmetry Real Estate,www.symmetryrealestategroup.com,0 listings: []
primary-domain,The DeMasi Group,www.thedemasigroup.com,0 listings: []
primary-domain,Tribe Realty,www.homesbytribe.com,0 listings: []
primary-domain,LivXplore Real Estate & Lifestyle,www.livxplore.com,0 listings: []
primary-domain,Destination Real Estate,www.destinationmammoth.com,0 listings: []
primary-domain,District Homes (2.0),www.district-homes.com,0 listings: []
primary-domain,Spark Real Estate,www.sparksocal.com,0 listings: []
primary-domain,Fifty Hills Real Estate,www.fiftyhills.com,0 listings: []
primary-domain,Alamere Real Estate,www.alamererealestate.com,0 listings: []
primary-domain,Real Estate 38 - New (2.0),www.re38.com,0 listings: []
primary-domain,All Hands Real Estate,www.allhandsrealestate.com,0 listings: []
primary-domain,Rinu Real Estate (2.0),www.rinurealestate.com,0 listings: []
primary-domain,Kindred SF Homes (2.0),www.kindredsfhomes.com,0 listings: []
primary-domain,Luminescent Real Estate,www.luminescentrealestateca.com,0 listings: []
primary-domain,Nest FL,www.nestfindersfl.com,0 listings: []
primary-domain,Willowmar Real Estate,www.willowmar.com,0 listings: []
primary-domain,Stars & Stripes Real Estate,www.starsandstripesre.com,0 listings: []
primary-domain,Costa Modern Properties,www.costamodernproperties.com,0 listings: []
primary-domain,Key Realty,www.keyrealtysales.com,0 listings: []
primary-domain,Level Up Realty (2.0),www.levelupbrokerage.com,0 listings: []
primary-domain,Forward Real Estate,www.forwardrealestate.com,0 listings: []
primary-domain,VividRE,www.homesbyvivid.com,0 listings: []
primary-domain,Vision Real Estate & Design,www.californiavision.com,0 listings: []
primary-domain,LivTexas,www.livtexas.com,0 listings: []
primary-domain,Pivot Real Estate,www.pivotca.com,0 listings: []
primary-domain,Kite Hill Real Estate,www.teamkitehill.com,0 listings: []
primary-domain,Property Smart Real Estate,www.propertysmartre.com,0 listings: []
primary-domain,Front Porch Realty,www.frontporchrealtygroup.com,0 listings: []
primary-domain,Tampa Bay Key Real Estate,www.tampabaykey.com,0 listings: []
primary-domain,Dreamscape Real Estate,www.dreamscaperealestateca.com,0 listings: []
primary-domain,Edge REA (seltzer),www.edge-rea.com,0 listings: []
primary-domain,Uncharted Real Estate,www.unchartedcre.com,0 listings: []
primary-domain,Sela Homes (2.0),www.selahomes.com,0 listings: []
primary-domain,Side Demo,www.sidedemo.com,"2 listings: ['https://www.sidedemo.com/listing/801-longridge-rd-oakland-ca-94610/', 'https://www.sidedemo.com/listing/801-longridge-rd-oakland-ca-94610-2/']"
primary-domain,Keel Real Estate,www.keelrealestate.com,0 listings: []
primary-domain,Pacific Oak (2.0),www.pacificoakhomes.com,0 listings: []
primary-domain,Elation Real Estate (2.0),www.elationre.com,0 listings: []
primary-domain,Pillar Real Estate,www.pillarrealestate.com,0 listings: []
primary-domain,Indigo Real Estate,www.indigogrouprealestate.com,0 listings: []
primary-domain,Hollywood Estates,www.hollywoodestates.com,0 listings: []
primary-domain,The Hobin Company,www.thehobincompany.com,"2 listings: ['https://www.thehobincompany.com/listing/4701-borden-ct-carlsbad-ca-92010/', 'https://www.thehobincompany.com/listing/4721-kentner-ct-carlsbad-ca-92010/']"
primary-domain,Above & Beyond Real Estate,www.aboveandbeyondca.com,0 listings: []
primary-domain,Notch Luxury Properties,www.notchluxury.com,0 listings: []
primary-domain,Tierra Grande Real Estate,www.tierragrandeteam.com,0 listings: []
primary-domain,Landon Pacific Real Estate,www.landonpacific.com,0 listings: []
primary-domain,MDM Naples Real Estate,www.mdmnaplesrealestate.com,0 listings: []
primary-domain,Illuminate Properties (02),www.illuminateproperties.com,0 listings: []
primary-domain,The Good Label Real Estate,www.thegoodlabelre.com,0 listings: []
primary-domain,Portfolio Real Estate (2.0),www.portfoliore.com,0 listings: []
primary-domain,Palm & Ridge Real Estate,www.palmandridge.com,0 listings: []
primary-domain,Upside Texas Real Estate (2.0),www.upsidetexas.com,0 listings: []
primary-domain,NDA Real Estate,www.nda-re.com,0 listings: []
primary-domain,Times Real Estate California,www.timesrealestateca.com,1 listings: ['https://www.timesrealestateca.com/listing/1234-drive-way/']
primary-domain,Give2Give Realty,www.give2giverealty.com,0 listings: []
primary-domain,APG Real Estate,www.apgreal.com,0 listings: []
primary-domain,Sundial Real Estate,www.sundialrealestate.com,0 listings: []
primary-domain,SME Real Estate - New,www.smere.com,0 listings: []
primary-domain,Red Door Real Estate,www.reddoorca.com,0 listings: []
primary-domain,Elevate Group,www.goelevategroup.com,0 listings: []
primary-domain,Amalfi Estates (2.0),www.amalfiestates.com,0 listings: []
primary-domain,Real Estate Experts (2.0),www.therealexperts.com,0 listings: []
primary-domain,Society RE,www.globlred.com,"39 listings: ['https://www.globlred.com/listing/level-penthouse/', 'https://www.globlred.com/listing/888-vegas-view/', 'https://www.globlred.com/listing/hope-flower/', 'https://www.globlred.com/listing/mandarin-oriental/', 'https://www.globlred.com/listing/costa-palmas/', 'https://www.globlred.com/listing/vegas-vu/', 'https://www.globlred.com/listing/chicago-penthouse/', 'https://www.globlred.com/listing/ani-resorts/', 'https://www.globlred.com/listing/old-lighthouse-club/', 'https://www.globlred.com/listing/5505-n-casa-blanca/', 'https://www.globlred.com/listing/playa-vista/', 'https://www.globlred.com/listing/13073-bluff-creek-dr-playa-vista-90094/', 'https://www.globlred.com/listing/6250-hollywood-blvd-7e-hollywood-ca-90028/', 'https://www.globlred.com/listing/1436-n-detroit-st-unite-3-los-angeles-ca-90046/', 'https://www.globlred.com/listing/14506-benefit-street-unit104-sherman-oaks-ca-91403/', 'https://www.globlred.com/listing/24301-sylvan-glen-rd/', 'https://www.globlred.com/listing/1234-drive-way/', 'https://www.globlred.com/listing/casa-hidalgo/', 'https://www.globlred.com/listing/4215-glencoe-ave-122/', 'https://www.globlred.com/listing/426-e-simms-rd-palm-springs/', 'https://www.globlred.com/listing/hodges-bay/', 'https://www.globlred.com/listing/5831-seawalk-dr-236/', 'https://www.globlred.com/listing/5400-playa-vista-dr-25/', 'https://www.globlred.com/listing/1025-n-kings-rd-105/', 'https://www.globlred.com/listing/6030-seabluff-dr-416/', 'https://www.globlred.com/listing/278-n-11th-ave/', 'https://www.globlred.com/listing/2031-rocomare-rd/', 'https://www.globlred.com/listing/ricardo-homes/', 'https://www.globlred.com/listing/12895-runway-rd-5/', 'https://www.globlred.com/listing/6020-seabluff-dr-438/', 'https://www.globlred.com/listing/6683-franklin-ave-9/', 'https://www.globlred.com/listing/3901-kanan-rd/', 'https://www.globlred.com/listing/888-s-olive-st-ph/', 'https://www.globlred.com/listing/the-astaka/', 'https://www.globlred.com/listing/silversands/', 'https://www.globlred.com/listing/11553-sunshine-terrace/', 'https://www.globlred.com/listing/2265-meadowvale-ave/', 'https://www.globlred.com/listing/9152-janice-pl-bhpo-90210/', 'https://www.globlred.com/listing/six-senses-belize/']"
primary-domain,lodestonere,www.lodestoneca.com,0 listings: []
primary-domain,Reason Real Estate,www.reasonre.com,"8 listings: ['https://www.reasonre.com/listing/992-ocean-front/', 'https://www.reasonre.com/listing/1903-yacht-colinia/', 'https://www.reasonre.com/listing/120-via-waziers/', 'https://www.reasonre.com/listing/4014-channel-pl/', 'https://www.reasonre.com/listing/209-via-mentone/', 'https://www.reasonre.com/listing/406-avenida-ortega/', 'https://www.reasonre.com/listing/508-goldenrod/', 'https://www.reasonre.com/listing/247-emerald-bay/']"
primary-domain,Cygnus Estates,www.homesbycygnus.com,0 listings: []
primary-domain,Guide Real Estate,www.guiderealestateca.com,0 listings: []
primary-domain,Voyage Real Estate (2.0),www.voyagerealestatesf.com,0 listings: []
primary-domain,Town Real Estate V2,www.thetownre.com,0 listings: []
primary-domain,All City Homes - TX,www.allcityhomestx.com,0 listings: []
primary-domain,Honey Homes,www.honeyliving.com,0 listings: []
primary-domain,Mosaik Real Estate (2.0),www.mosaikrealestate.com,0 listings: []
Site Category,Site Name,Site Domain,Pocket Listings
primary-domain,Dogwood Realty,www.dogwoodrealtyfl.com,0 listings: []
primary-domain,Sanctuary Real Estate,www.liveyoursanctuary.com,0 listings: []
primary-domain,Chroma Realty,www.chromarealty.com,0 listings: []
primary-domain,Eve Capital,www.evecap.com,0 listings: []
primary-domain,Spoke Real Estate,www.spokere.com,0 listings: []
primary-domain,Victoria St. Real Estate,www.victoriastreetrealestate.com,0 listings: []
primary-domain,Current Coastal Realty,www.currentcoastalrealty.com,0 listings: []
primary-domain,Upswing Real Estate,www.upswingrealestate.com,0 listings: []
primary-domain,Journey Real Estate,www.thejourneyre.com,0 listings: []
primary-domain,Ocean Blue Real Estate (2.0),www.oceanbluere.com,0 listings: []
primary-domain,Homes By Rise (2.0),www.homesbyrise.com,0 listings: []
primary-domain,Moxie Texas Real Estate,www.moxietexas.com,0 listings: []
primary-domain,Nova Real Estate (2.0),www.novabayarea.com,1 listings: ['https://www.novabayarea.com/listing/piedmont-bungalow-craftsman/']
primary-domain,First Coast Heroes Real Estate,www.firstcoastheroes.com,0 listings: []
primary-domain,Level 5 Real Estate,www.level5realestate.com,"3 listings: ['https://www.level5realestate.com/listing/escape-to-the-berkeley-hills/', 'https://www.level5realestate.com/listing/off-market-listing-awe-inspiring-views/', 'https://www.level5realestate.com/listing/1801-s-gaines-stlittle-rock-ar-72206/']"
primary-domain,FrontGate Real Estate,www.frontgaterealestate.com,"3 listings: ['https://www.frontgaterealestate.com/listing/stunning-reimagined-hidden-hills-estate/', 'https://www.frontgaterealestate.com/listing/zen-canyon-contemporary/', 'https://www.frontgaterealestate.com/listing/inspired-english-tudor-sanctuary/']"
primary-domain,Reach Real Estate,www.reachca.com,0 listings: []
primary-domain,Ovation Real Estate (2.0),www.ovationhomes.com,0 listings: []
primary-domain,Bevy Homes,www.bevyhomesca.com,"10 listings: ['https://www.bevyhomesca.com/listing/720-jones-street-top-floor-1-bd-den/', 'https://www.bevyhomesca.com/listing/brightly-updated-1bd-1ba-in-union-square/', 'https://www.bevyhomesca.com/listing/140-20th-avenue/', 'https://www.bevyhomesca.com/listing/1106-bush-street-302/', 'https://www.bevyhomesca.com/listing/90-alhambra-205-roomy-1bd-with-private-deck/', 'https://www.bevyhomesca.com/listing/1408-california-507-top-fl-nob-hill-jr-1bd-6-weeks-free/', 'https://www.bevyhomesca.com/listing/1402-leavenworth-huge-4bd-flat-in-nob-hill/', 'https://www.bevyhomesca.com/listing/861-sutter-103-spacious-1bd-1ba/', 'https://www.bevyhomesca.com/listing/1637-washington-3bd-3ba-den-nob-hill-treasure-near-lafayette-park/', 'https://www.bevyhomesca.com/listing/stunning-3-bedroom-flat-in-russian-hill/']"
primary-domain,Lifestyle Houston (2.0),www.loyalproperties.com,0 listings: []
primary-domain,Aethos Real Estate (2.0),www.aethosrealestate.com,1 listings: ['https://www.aethosrealestate.com/listing/453-teresita-boulevard/']
primary-domain,Core Realty Group (2.0),www.corerealtyteam.com,0 listings: []
primary-domain,Beachwise Real Estate,www.beachwiserealestate.com,0 listings: []
primary-domain,The Exception Realty,www.theexceptionrealty.com,0 listings: []
primary-domain,Pitch Real Estate,www.pitchrealestate.com,0 listings: []
primary-domain,Peace Harbor Real Estate,www.peaceharborrealestate.com,0 listings: []
primary-domain,Eleven Real Estate,www.elevencalifornia.com,0 listings: []
primary-domain,Prime Real Estate (2.0),www.goprimere.com,0 listings: []
primary-domain,Lavish Real Estate,www.lavishtexas.com,0 listings: []
primary-domain,Winkle & Company,www.winkleandcompany.com,0 listings: []
primary-domain,INNOVA Realty Group,www.innovarealtygroup.com,0 listings: []
primary-domain,Realm Real Estate,www.realmregroup.com,0 listings: []
primary-domain,Encore Real Estate,www.gotoencore.com,0 listings: []
primary-domain,Magnetic Residential,www.discovermagnetic.com,0 listings: []
primary-domain,Sac Platinum Real Estate,www.sacplatinumrealty.com,0 listings: []
primary-domain,Relay Real Estate,www.relayrealestate.com,0 listings: []
primary-domain,Doora Properties,www.dooraproperties.com,0 listings: []
primary-domain,Marin's Finest,www.marinsfinest.com,0 listings: []
primary-domain,Hive Real Estate,www.hiverealestateca.com,0 listings: []
primary-domain,BLVD Real Estate,www.blvdeastbay.com,0 listings: []
primary-domain,Bond Luxury Properties,www.bondluxuryproperties.com,0 listings: []
primary-domain,Compound Real Estate,www.compoundrealestate.com,0 listings: []
primary-domain,Hero Real Estate (2.0),www.herorealestate.com,0 listings: []
primary-domain,Caviar Global Properties,www.caviarglobalproperties.com,0 listings: []
primary-domain,Vivre Real Estate,www.vivrerealestate.com,1 listings: ['https://www.vivrerealestate.com/listing/231-dolores-st-mission-dolores-condo/']
primary-domain,Shining Star Real Estate,www.shiningstarrealestate.com,0 listings: []
primary-domain,Ignite Real Estate,www.igniterealestate.com,0 listings: []
primary-domain,Firsthand Properties,www.firsthandhomes.com,0 listings: []
primary-domain,Cultivate Real Estate,www.homesbycultivate.com,0 listings: []
primary-domain,Momentum Real Estate - Texas,www.momentumtxre.com,0 listings: []
primary-domain,Just Listed Socal,www.justlistedsocal.com,0 listings: []
primary-domain,Corey Aethos Real Estate (2.0),www.coreyye.com,0 listings: []
primary-domain,Sapphire Properties (2.0),www.sapphirerealtor.com,0 listings: []
primary-domain,Platinum One Real Estate (2.0),www.platinumgroupre.com,0 listings: []
primary-domain,Geary Do - Mosaik Real Estate (2.0),www.gearydo.com,0 listings: []
